,title-abstract,title,label
56,"Game Development: Harder Than You Think
The hardest part of making a game has always been the engineering.
In times past, game engineering was mainly about low-level optimization writing
code that would run quickly on the target computer, leveraging clever
little tricks whenever possible.",Game Development: Harder Than You Think,1
57,"Requirements engineering and the creative process in the video game
industry
The software engineering process in video game development is not
clearly understood, hindering the development of reliable practices
and processes for this field. An investigation of factors leading
to success or failure in video game development suggests that many
failures can be traced to problems with the transition from preproduction
to production. Three examples, drawn from real video games, illustrate
specific problems: 1) how to transform documentation from its preproduction
form to a form that can be used as a basis for production;, 2) how
to identify implied information in preproduction documents; and 3)
how to apply domain knowledge without hindering the creative process.
We identify 3 levels of implication and show that there is a strong
correlation between experience and the ability to identify issues
at each level. The accumulated evidence clearly identifies the need
to extend traditional requirements engineering techniques to support
the creative process in video game development.","Requirements engineering and the creative process in the video game
industry",1
58,"Emotional Requirements in Video Games
Requirements engineering for video games must address a wide range
of functional and non-functional requirements. Video game designers
are most concerned with capturing and representing the player experience:
the means by which the player's consciousness is cognitively engaged
while simultaneously inducing emotional responses. We show that emotional
requirements can be expressed in two parts: as the emotional intent
of the designer and the means by which the designer expects to induce
the target emotional state. Spatial and temporal qualifiers on intent
and means may also be required. We introduce emotional terrain maps,
emotional intensity maps, and emotion time lines as visual mechanisms
for capturing and expressing emotional requirements. Using a first-person
shooter example, we show that these mechanisms can express the desired
emotional requirements while providing support for spatial and temporal
qualifiers.",Emotional Requirements in Video Games,1
59,"Introductory game creation: no programming required
Many incoming college freshmen have accumulated a significant number
of hours of experience playing computer games. Extending that experience
to actual game creation activities can be highly motivational for
these students. Most of these activities require some level of programming
expertise, however, making them activities too advanced for the majority
of incoming students.In this paper, we describe a freshman-level
course called Problem Solving through Game Creation. Students learn
to use a number of drag-and-drop game creation tools to develop both
2D and 3D games, with no programming required in the course. We also
cover a variety of other topics and tools related to game development.Our
experience has been that students enjoy the course, but we have more
formal course goals as well. Specifically, we hope to motivate students
to declare and complete the computer science major and to better
prepare students for the initial required computer science courses.
We describe these goals in detail and discuss the process we have
initiated to continually evaluate achievement of those goals.",Introductory game creation: no programming required,0
60,"Evolution of 3D games on mobile phones
While there is no doubt that there will be an increasing trend towards
3D games on mobile devices the resource constraints of the devices
themselves and the highly variable nature of the environment present
considerable challenges for games developers. In this paper we consider
some of the current constraints together with current and, probable,
future developments both in the software and hardware of mobile phones
that will enable more sophisticated games to be developed. As part
of this process we benchmark some of the latest and most prevalent
software and devices to ascertain both the quality of the graphics
produced and the effects on the battery life. Whilst we are certain
that 3D games play an important future in the success of future mobile
services the current baseline for development is highly variable
and presents difficulties for games programmers both in development
and wide scale distribution.",Evolution of 3D games on mobile phones,0
61,"Dynamic Terrain LOD with Region Preservation in 3D Game Engine
In the outdoor 3D game, the terrain can be modified because of interaction.
This brings two new complexities to render terrain in 3D game. The
first lies in the real-time visualization of dynamic terrain, and
the second is that the modified terrain surface need to be preserved.
We present an algorithm for dynamic terrain LOD(DT LOD) with preserving
region in 3D game engine. The algorithm uses a DAG to represent dependency
relationship of vertices which split triangles, and employs an active
vertices set to update triangles in two consecutive frames for improving
rendering performance. The region LOD can be constructed according
to the view direction and the distance between the viewpoint and
regions. The results of experiments show that our algorithm has a
effective performance during rendering terrain.",Dynamic Terrain LOD with Region Preservation in 3D Game Engine,0
62,"Design implications of social interaction in online games
While psychologists analyze network game-playing behavior in terms
of players social interaction and experience, understanding user
behavior is equally important to network researchers, because how
players act determines how well systems, such as MMORPGs, perform.
To gain a better understanding of patterns of player interaction
and their implications for game design, we analyze a 1,356-million-packet
trace of ShenZhou Online, a mid-sized commercial MMORPG. To the best
of our knowledge, this work is the first to put forward architectural
design recommendations for online games based on analysis of player
interaction.

We find that the dispersion of players in a virtual world is heavy-tailed,
which implies that static and fixed-size partitioning of game worlds
is inadequate. Neighbors and teammates tend to be closer to each
other in network topology. This property is an advantage, because
message delivery between the hosts of interacting players can be
faster than between those of unrelated players. In addition, the
property can make game playing fairer, since interacting players
tend to have similar latencies to their servers. We also find that
participants who have a higher degree of social interaction tend
to play much longer, and players who are closer in network topology
tend to team up for longer periods. This suggests that game designers
could increase the stickiness of games by supporting, or even forcing,
team playing.",Design implications of social interaction in online games,0
63,"User-System-Experience Model for User Centered Design in Computer
Games
This paper details the central ideas to date, from a PhD entitled
Player Profiling for Adaptive Artificial Intelligence in Computer
and Video Games. Computer and videogames differ from other web and
productivity software in that games are much more highly interactive
and immersive experiences. Whereas usability and user modelling for
other software may be based on productivity alone, games require
an additional factor that takes account of the quality of the user
experience in playing a game. In order to describe that experience
we describe a model of User, System and Experience (USE) in which
the primary construct for evaluation of a players experience will
be the Experience Fluctuation Model (EFM), taken from Flow theory.
We illustrate with a straightforward example how this system may
be automated in real-time within a commercial game.","User-System-Experience Model for User Centered Design in Computer
Games",0
64,"Evaluating pattern catalogs: the computer games experience
Patterns and pattern catalogs (pattern languages) have been proposed
as a mechanism for re-use. Traditionally, patterns have been used
to foster design re-use, and generative design patterns have been
used to achieve both design and code re-use. In theory, a pattern
catalog could be created and used to provide re-usable patterns within
a project and across a group of related projects. This idea raises
a natural question. How can we measure the effectiveness of a pattern
catalog or compare the effectiveness of different pattern catalogs?
In this paper, we define four metrics that can be used to measure
the effectiveness of pattern catalogs. We illustrate these metrics
by applying them to a case study that uses a pattern catalog of generative
design patterns to generate scripting code for computer games. The
metrics are general enough to assess any pattern catalog, independent
of application domain or whether the patterns are generative or descriptive.",Evaluating pattern catalogs: the computer games experience,0
65,"The Delta3D Open Source Game Engine
What is it that all game engines and visual simulation tools have
in common? A lot, as it turns out. In fact, game engines have so
much in common that you have to wonder if they should actually be
a commodity and they should be. That advanced feature that makes
one game engine different from all the rest is part of the reason
why game engines and visual simulation tools cost so much. Furthermore,
most game engines have a unique development pipeline associated with
them. The way content is developed and integrated is specific to
that engine, implying limited (if any) portability and reuse. This
business model is perfectly appropriate for the entertainment industry
where having the latest graphics features can make or break a title,
but to the training community, the model simply does not work. We
need to think differently....",The Delta3D Open Source Game Engine,0
66,"Game development
abstract not founded: Game development",Game development,0
67,"Go with the flow or seize control? interaction principles that make
games enjoyable
A series of design principles relevant to creating graphics for games
interfaces were interpreted from the work of leading interaction
experts. Students studying for an MSc in Computer Games Graphics
were asked to explore how the principles might improve enjoyment
of a game. The graduates of the course consider visual themes and
their layout; they were asked to develop graphical designs to test
ideas and evaluate them within the group. The purpose of the activity
was to consider how

emotional responses might be improved, during game play, beyond levels
of satisfaction usually asociated with usability.","Go with the flow or seize control? interaction principles that make
games enjoyable",0
68,"Playability heuristics for mobile games
Expert evaluation is a widely used method for evaluating the usability
of software products. When evaluating games, traditional usability
heuristics lack comprehension and cannot be directly applied. In
this paper, we introduce playability heuristics that are specifically
designed for evaluating mobile games. Heuristics form a core model
that can be used in any mobile game evaluation. The model consists
of three modules: Game Usability, Mobility, and Gameplay. The mobile
context has some unique characteristics, which require special attention
during the evaluation. These characteristics are described in mobility
heuristics. Mobile devices also set some of their own requirements
for general usability and these issues are described along with game
usability heuristics. These heuristics have been developed by using
an iterative design process of a mobile game. In addition, we have
validated the heuristics and evaluated five mobile games by using
them with the expert evaluation method. The results indicate that
playability problems, which violate game usability or mobility heuristics,
are quite easy to identify. Gameplay problems are harder to find,
but gameplay heuristics help in evaluation and focus on different
aspects of the gameplay.",Playability heuristics for mobile games,0
69,"Playability heuristics for mobile games
Expert evaluation is a widely used method for evaluating the usability
of software products. When evaluating games, traditional usability
heuristics lack comprehension and cannot be directly applied. In
this paper, we introduce playability heuristics that are specifically
designed for evaluating mobile games. Heuristics form a core model
that can be used in any mobile game evaluation. The model consists
of three modules: Game Usability, Mobility, and Gameplay. The mobile
context has some unique characteristics, which require special attention
during the evaluation. These characteristics are described in mobility
heuristics. Mobile devices also set some of their own requirements
for general usability and these issues are described along with game
usability heuristics. These heuristics have been developed by using
an iterative design process of a mobile game. In addition, we have
validated the heuristics and evaluated five mobile games by using
them with the expert evaluation method. The results indicate that
playability problems, which violate game usability or mobility heuristics,
are quite easy to identify. Gameplay problems are harder to find,
but gameplay heuristics help in evaluation and focus on different
aspects of the gameplay.",Playability heuristics for mobile games,1
70,"Dynamic Game Level Design Using Gaussian Mixture Model
In computer games, the level design and balance of character attributes
are the key features of interesting games. Level designers adjust
the attributes of the game characters and opponent behavior to create
appropriate levels of difficult, and avoid player frustration. Generally,
opponent behavior is defined by a static script, however, this results
in repetitive levels and environments, making in difficult to maintain
the player s interest. Accordingly, this paper proposes a dynamic
scripting method that can sustain the degree of interest intended
by the level designer by adjusting the opponent behaviors while playing
the game. The player s countermeasure pattern for dynamic level design
is modeled using a Gaussian Mixture Model (GMM). The proposed method
is applied to a shooter game, and the experimental results maintain
the degree of interest intended by the level designer.",Dynamic Game Level Design Using Gaussian Mixture Model,0
71,"An Empirical Model of the Game Software Development Processes
One of the hottest and fastest developing areas of computer software
in Korea is computer game software. However, due to relatively young
history and empirical nature of the area, there has not been any
agreement or standardization of game software process design for
its efficacy. In this paper, we propose a practical model of the
game software development processes, which can be easily applicable
to the traditional software development based on ISO12207 and/or
RUP through the panel interview of game developers. We evaluate the
model by on-line survey of another set of practical game developers
and break down the results by game platform and game genre. And the
results are quite promising.",An Empirical Model of the Game Software Development Processes,1
72,"A Component-Based Framework to Rapidly Prototype Online Chess Games
for Home Entertainment
To reduce the cost and risk of developing computer games, game developers
are increasingly adopting software engineering methods to produce
game engines or middleware. In this paper, we take such an approach
to develop a software framework for rapidly prototyping online chess
games. A set of application programming interfaces (APIs) is pre-defined
to deal with the technical details. Following the provided guidelines,
any game programmer can use APIs to develop his own games in a time-efficient
manner, and can connect the game to the platform as an application
for all online players. To demonstrate how our framework can be used
to develop a game conveniently and efficiently, we have used it to
design a well-known Chinese chess game as an example.","A Component-Based Framework to Rapidly Prototype Online Chess Games
for Home Entertainment",1
73,"Large Display Size Enhances User Experience in 3D Games
Large displays are becoming commonplace for home and office computers.
Although researchers have quantified the benefits of working on large
displays, there has been little investigation of how large displays
physiologically and emotionally impact the user. Using subjective
and physiological measures, we compared the users experience when
game playing on a large display versus a small display. We found
that the large display caused greater physiological responses and
higher subjective ratings of excitement. These physiological results
were mirrored in the participants subjective reports. The study
contributes to understanding of interaction with large displays and
refining the requirements for what constitutes effective and desirable
humancomputer interaction (HCI).",Large Display Size Enhances User Experience in 3D Games,0
74,"Challenges in collaborative game design developing learning environments
for creating games
We perform a general analysis of the game design process, the structure
of digital games and investigate the requirements for the use of
OpenCroquet as a platform for collaborative game design. Based on
our experiences of using a Squeak/Tweak programming environment in
many game projects and recently for teaching game design we derive
properties of a learning environment for teaching game design in
an OpenCroquet environment with a special focus on collaboration.","Challenges in collaborative game design developing learning environments
for creating games",0
75,"Learning object-oriented design by creating games
Playing computer games is a popular recreational activity for young
people. Creating a state-of-the-art commercial computer game is an
incredibly difficult task. Writing a game like Pac-Man from scratch
in a modern programming language is still difficult. Fortunately,
several currently available tools make game creation easier. These
tools can be used to create more complex games, but they offer only
limited programming possibilities. Many similar packages exist. One
such program is Game Maker, which is a rapid-application development
tool. The Game Maker interface uses an object-oriented, event-driven
approach. With Game Maker's drag-and-drop techniques, users can create
games without writing a single line of code. But the program also
includes an interpreted programming language. The program produces
stand-alone games that can be distributed freely: a version of Game
Maker, itself, is available for free as well.",Learning object-oriented design by creating games,0
76,"Improving Game Processing in Multithreading and Multiprocessor Architecture
This paper explores the idea that future game consoles and computers
may no longer be single processor units, but instead symmetrical
multiprocessor units. If this were to occur games would need to be
programmed with concurrency in mind so that they could take advantage
of the additional processing units. We explore past research and
works in the field of parallel computing to find principles applicable
to computer game programming. Concepts such as the Flynns classification,
task, task-dependency graphs, dependency analysis, and Bernsteins
conditions to concurrency are applied to computer game programming
to develop a new model for computer games that is meant to replace
the standard sequential game loop.",Improving Game Processing in Multithreading and Multiprocessor Architecture,1
77,"Spectral Lines: Software Development: Game Over?
Computer-game developers of the world, unite! A surprising legal victory
against too much work for too little pay has come out of the US $10.5
billion gaming industry.

Software publishing is booming, so why are the people in it so unhappy
with their game-writing jobs? Gaming software development is notorious
for the long hours put in by the folks who grind out the code. And
their employers have come to expect a level of commitment that includes
long days and nights of voluntary service from their mostly young
employees. So much so that some firms take this unpaid overtime for
grantedeven building it into their planning and forecasting. But
now the issue has escalated for all concerned, including the worlds
biggest game developer, Electronic Arts Inc., of Redwood City, Calif...",Spectral Lines: Software Development: Game Over?,0
78,"Managing Projects in a Games Factory: Temporality and Practices
The online gaming world is growing voraciously and so too is the wider
market for computer games which now exceeds the annual global revenues
of cinema. Even so, we have only a limited scholarly understanding
of how games studios produce games. Games projects require particular
attention because their context is unique. We aim to elucidate the
games development process from a time perspective and suggest ways
of managing it. We argue that a games project is characterised by
a compound of temporal rhythms that emanate from the individual,
team, company, industry, nation, inter-nation and marketplace levels.
Project managers need to take account of these 'inner' and 'outer'
temporal rhythms since they can affect development culture and project
chronology.",Managing Projects in a Games Factory: Temporality and Practices,1
79,"Player-centred game design
Videogames are not your typical software application. They are often
designed to elicit a negative emotional response, such as frustration
or fear, the antithesis of usability. However, this is not to suggest
that HCI has little to offer the game design community. Indeed, the
exact opposite appears to be true. A number of user-centred design
techniques have evolved which can support each stage of the game
design process, from concept through to post-production. However,
there is currently no archive of appropriate techniques showing how
they might be applied to videogame design. Given the differences
in goals from these products to traditional software, this is clearly
necessary. The purpose of this workshop is to identify those techniques
appropriate to game design, and elicit practitioners' experience
when applying such methodologies. The intended result is a prescriptive
process which demonstrates how user-centred methodologies can best
be applied to game design.",Player-centred game design,0
80,"Computer game-flow design
Computer games are a rapidly growing segment of the entertainment
industry. Design and development of modern computer games can be
a complex activity involving many participants from a variety of
disciplines. However, computer game design approaches typically appear
to be less formalised than those used for other types of software
systems. In this article we describe an approach to computer game-flow
design intended for the design of individual game levels within a
computer game and demonstrate its application in practice.",Computer game-flow design,1
81,"Introducing EVG: An Emotion Evoking Game
A dungeon role playing game intended to induce emotions such as boredom,
surprise, joy, anger and disappointment is introduced. From the preliminary
study, facial expressions indicating boredom and anger were observed.
Individual differences were found on appraisal and facial expression
of surprise, joy and disappointment.",Introducing EVG: An Emotion Evoking Game,0
82,"Empirical Validation of Test-Driven Pair Programming in Game Development
This paper investigates the effects of some extreme programming practices
in game development by conducting a case study with 12 students who
were assigned to implement a simple game application either as pairs
or as individuals. The pairs used some XP practices, such as pair
programming, test-driven and refactoring, while the individuals applied
the traditional waterfall-like approach. The results of the case
study showed that paired students completed their tasks faster and
with higher quality than individuals. The programs written by pairs
pass more test cases than those developed by individuals. Paired
programmers also wrote cleaner code with higher cohesion by creating
more reasonable number of methods. Therefore, some XP practices,
such as pair programming, test-driven and refactoring could be used
in game development.",Empirical Validation of Test-Driven Pair Programming in Game Development,1
83,"Towards Capturing and Enhancing Entertainment in Computer Games
This paper introduces quantitative measurements/metrics of qualitative
entertainment features within computer game environments and proposes
artificial intelligence (AI) techniques for optimizing entertainment
in such interactive systems. A human-verified metric of interest
(i.e. player entertainment in real-time) for predator/prey games
and a neuro-evolution on-line learning (i.e. during play) approach
have already been reported in the literature to serve this purpose.
In this paper, an alternative quantitative approach to entertainment
modeling based on psychological studies in the field of computer
games is introduced and a comparative study of the two approaches
is presented. Artificial neural networks (ANNs) and fuzzy ANNs are
used to model player satisfaction (interest) in real-time and investigate
quantitatively how the qualitative factors of challenge and curiosity
contribute to human entertainment. We demonstrate that appropriate
non-extreme levels of challenge and curiosity generate high values
of entertainment and we discuss the extensibility of the approach
to other genres of digital entertainment and edutainment.",Towards Capturing and Enhancing Entertainment in Computer Games,0
84,"Creating Emotions by Characters Design for Computer Games
Firstly, the methodology for characters development in computer games
was analyzed from both aspects of art-sourced character development
and story-sourced character development separately from the different
views of various research fields. In the second section, four different
techniques relating to character design and the creation of emotion
has been deeply discussed. At the end, the four diverse designs for
character OEDIPUS were given according to the plot development based
on the background of tragical fable of the ancient Greece.",Creating Emotions by Characters Design for Computer Games,0
85,"Challenges in Requirements Engineering for Mobile Games Development:
The Meantime Case Study
The development of new market-driven software products involves several
challenges for the requirements engineering process. The challenges
are deeper in the case these products are mobile video games. In
particular, the mobile games must satisfy a number of critical non-functional
requirements (e.g. portability, gameplay, emotional issues). In addition
to that, mobile games are developed for mass market, demanding from
the development team to understand the requirements of very diverse
and sometimes unknown groups of stakeholders. This paper presents
the experience of meantime, a global mobile game developing company,
in conducting requirements engineering activities during the development
of the Frogman game. It also presents some lessons learned in the
process.","Challenges in Requirements Engineering for Mobile Games Development:
The Meantime Case Study",1
86,"Evaluation of object-oriented design patterns in game development
The use of object-oriented design patterns in game development is
being evaluated in this paper. Games quick evolution, demands great
flexibility, code reusability and low maintenance costs. Games usually
differentiate between versions, in respect of changes of the same
type (additional animation, terrains etc). Consequently, the application
of design patterns in them can be beneficial regarding maintainability.
In order to investigate the benefits of using design patterns, a
qualitative and a quantitative evaluation of open source projects
is being performed. For the quantitative evaluation, the projects
are being analyzed by reverse engineering techniques and software
metrics are calculated.",Evaluation of object-oriented design patterns in game development,1
87,"A model of cognitive loads in massively multiplayer online role playing
games
Being one of the most commercially successful entertainment software
applications, massively multiplayer online role playing games (MMORPGs)
continue to expand in term of the revenue they generate as well as
the involvement of users who congregate in their virtual space and
form communities around them to support each other. Unlike conventional
offline computer games, or networked games with limited numbers of
players, MMORPGs are not merely software applications as they are
usually seen as a space with complicated dynamics of social interactions.
Hence, it is believed that playing these games might cause cognitive
overload problems among the players as they have to constantly interact
with the game world as well as with other users. We conducted an
exploratory study using qualitative methods to explore cognitive
overloads in Maple Story, a typical MMORPG. Our results reveal that
several types of cognitive overloads emerge during the game playing.
While some of these overloads pose serious problems even to expert
players, players seem to develop strategies to overcome them. It
is found that some forms of cognitive load are actually desirable
in order to make the game challenging. We have also created a set
of recommendations that can help game developers handle cognitive
load problems in MMORPGs.","A model of cognitive loads in massively multiplayer online role playing
games",0
88,"Identifying usability and fun problems in a computer game during
first use and after some practice
This paper describes an experiment to discover the change in the types
of detected problems and the attitude of children towards a game
when user testing a computer game for young children during first
use and after they have practiced with a game. Both the numbers of
different types of identified problems and the severity of the problems
are investigated. Based on this knowledge, practitioners could adapt
the set up of their user tests to effectively find as many aspects
of the game as possible that merit change, according to the aims
of the developers. The study shows that usability problems caused
by a lack of knowledge were more often identified during first use.
Furthermore, fun problems related to a too-high challenge level may
disappear after some practice, whereas fun problems caused by the
game taking over control for too long while the user wants to proceed
playing the game were identified more often after some practice.
The study shows that the impact severity of problems detected during
first use was higher than when children had more practice with a
game. As a result of these changes in experienced problems the commonly
used measures efficiency, effectiveness and satisfaction increased
when children had practiced with the game. Finally, the study also
shows that the set of most severe problems identified during first
use may be radically different from the set of most severe problems
identified after some practice.","Identifying usability and fun problems in a computer game during
first use and after some practice",1
89,"Video game values: Human computer interaction and games
Current human computer interaction (HCI) research into video games
rarely considers how they are different from other forms of software.
This leads to research that, while useful concerning standard issues
of interface design, does not address the nature of video games as
games specifically. Unlike most software, video games are not made
to support external, user-defined tasks, but instead define their
own activities for players to engage in. We argue that video games
contain systems of values which players perceive and adopt, and which
shape the play of the game. A focus on video game values promotes
a holistic view of video games as software, media, and as games specifically,
which leads to a genuine video game HCI.",Video game values: Human computer interaction and games,0
90,"Using emotion in games: emotional flowers
It can be argued that one of the main reasons for playing games is
to achieve an emotional reaction of the player. To be surprised,
happy, angry or anxious - to perceive different emotional states
- is one of the main reasons to play games. The ""Emotional Flowers""
game harnesses the player's emotions as the primary means for the
game interaction. Within the game the player's facial expression
of emotion is used to control the growth of a flower. Multiple players
can play ""Emotional Flowers"" simultaneously. The main idea is to
grow the flower as fast as possible based on positive emotions like
happiness and surprise. Flowers of all participants within the game
are additionally displayed on an ambient display in a public area.
This influences not only emotions by the user, but also has an effect
on social interactions within the group of players. In this paper,
we present design, implementation and evaluation of the ""Emotional
Flowers"" game.",Using emotion in games: emotional flowers,0
91,"Measuring Game-Play Performance and Perceived Immersion in a Domed
Planetarium Projection Environment
Game playing in immersive projection environments such as caves and
domes is assumed to offer an enhanced experience but there is little
quantitative research that measures this. This paper reports on a
study of user performance statistics while playing a computer game
projected onto a planetarium dome and compares these with similar
measurements taken in a conventional projected flat screen environment.
A survey of users subjective impressions of immersion was also taken
and used to compare these display modes. Analysis of users in each
mode revealed differences in user experience and some aspects of
performance. It was confirmed that dome projection enhanced the players
sense of immersion when compared with flat projection. Navigation
speed was found to decline in the dome while other performance metrics
showed no significant difference between the environments.","Measuring Game-Play Performance and Perceived Immersion in a Domed
Planetarium Projection Environment",0
92,"Video Game Console Audio: Evolution and Future Trends
Rapidly advancing technologies and the increasing role of computers
give the computer game boundless potential for the future. Among
the various game industries, the console game industry in particular
has attracted significant attention, bringing the importance of sound
and music to the forefront. Game music was traditionally used for
sound effects to prevent user boredom. As gaming developed, so did
audio, being utilized for numerous purposes. As gaming platforms
increased in power and complexity, audio, which was once limited
to simple beeps, started to play a larger role, becoming back ground
music (BGM) having quality at par with that of films. This paper
discusses the evolution of video game console audio specifications
and hardware, from simple 8-bit machines to future directions in
the development of audio generators for game sound & music.",Video Game Console Audio: Evolution and Future Trends,0
93,"Flow in games (and everything else)
A well-designed game transports its players to their personal Flow
Zones, delivering genuine feelings of pleasure and happiness.",Flow in games (and everything else),1
94,"Micro Robot Hockey Simulator - Game Engine Design
Like robot soccer, robot hockey is a game played between two teams
of robots. A robot hockey simulator has been created, for the purpose
of game strategy testing and result visualization. One major modification
in robot hockey is the addition of a puck-shooting mechanism to each
robot. As a result, the mechanics of interaction between the robots
and the hockey puck become a key design issue. This paper describes
the simulator design considerations for robotic hockey games. A potential
field-based strategy planner is implemented which is used to develop
strategies for moving the robots autonomously. The results of the
simulation study show both successful cooperation between robots
(on the strategy level), and realistic interaction between robots
and the puck.",Micro Robot Hockey Simulator - Game Engine Design,0
95,"On frame rate and player performance in first person shooter game
The rate at which frames are rendered in a computer game directly
impact player performance, influencing both the playability and enjoyability.
However, despite the importance of frame rate and the wide-spread
popularity of computer games, to the best of our knowledge, there
is little quantitative understanding of the effects of frame rate
on the player performance in computer games. This paper provides
a unique classification of actions in First Person Shooter (FPS)
games based on interaction requirements that provide a means to qualitatively
assess the impact of frame rates on player performance. This qualitative
assessment is supported by quantitative analysis from two large user
studies that measure the effects of frame rate on the fundamental
player actions in a First Person Shooter game. Nearly 100 users participated
in the two user study experiments, providing performance and perception
data over a range of frame rates commonly studied for video streaming
and inclusive of frame rates found in many computer game platforms.
In general, the analysis shows that actions that require precise,
rapid response, such as shooting, are greatly impacted by degradations
in frame rates, while actions with lower precision and response requirements,
such as moving, are more tolerant of low frame rates. These insights
into the effects of frame rates on player performance can guide players
in their choice for game settings and new hardware purchases, and
inform system designers in their development of new hardware.",On frame rate and player performance in first person shooter game,0
96,"ScriptEase: A generative/adaptive programming paradigm for game scripting
The traditional approach to implementing interactions between a player
character (PC) and objects in computer games is to write scripts
in a procedural scripting language. These scripts are usually so
complex that they must be written by a computer programmer rather
than by the author of the game story. This interruption in the game
story authoring process has two distinct disadvantages: it increases
the cost of game production and it introduces a disconnect between
the authors intentions and the interactions produced from the programmers
written scripts. We introduce a mechanism to solve these problems.
We show that game authors (non-programmers) can generate the necessary
scripts for implementing meaningful interactions between the PC and
game objects using a three-step process. In the first step, the author
uses a generative pattern (concept) to create a high-level description
of a commonly occurring game scenario. In the second step, the author
uses a standard set of adaptation operations to customize the high-level
description to the particular circumstances of the story that is
being told. In the third step, the author presses a button that automatically
generates scripting code from the adapted pattern. We describe the
results of three studies in which a combined total of 56 game story
authors used this three-step process to construct Neverwinter Nights
game stories, using a tool called ScriptEase. We believe that this
generative/adaptive process is the key to future game story scripting.
More generally, this article advocates the development of adaptive
programming as an alternative to current constructive programming
techniques, as well as the application of adaptive programming in
many domains.",ScriptEase: A generative/adaptive programming paradigm for game scripting,1
97,"Component Based Game Development A Solution to Escalating Costs
and Expanding Deadlines?
Expanding deadlines and escalating costs have notoriously plagued
the game industry. Although the majority of the game development
costs are spent on art and animation, significant cost reductions
and more importantly reductions in development time can be achieved
when developers use off the shelf components rather than develop
them from scratch. However, many game developers struggle with component
integration and managing the complexity of their architectures. This
paper gives an overview of developing games with components, presents
a reference architecture that outlines the relevant areas of reuse
and signifies some of the problems with developing components unique
to the domain of games.","Component Based Game Development A Solution to Escalating Costs
and Expanding Deadlines?",1
98,"Computer games as motivation for design patterns
We present a computer game case study that can be used to motivate
the need for design patterns. Design patterns are often misunderstood,
but good examples can motivate students to work at understanding
patterns. Computer games are used in many books and online resources
to teach programming concepts, but these examples are usually simplified
or non-object-oriented. We present a simple game that exhibits functionality
found in commercial games (animation, collision detection, etc.)
and show how it can be used as a case study for design patterns.
Specifically, we illustrate how the state, facade, observer, strategy,
and visitor patterns can replace procedural approaches for implenting
the logic and animation of game written in Java.",Computer games as motivation for design patterns,0
99,"Usability and Computer Games: Working Group Report
Computer games are intended to be fun to play. While they are also
interactive systems with sophisticated user interfaces, standard
concepts of usability do not necessarily apply to games. In this
workshop, we explored the relationship between usability and fun.
Our central conclusion was that applying standard usability design
guidelines, such as those proposed by Nielson [4], may improve or
reduce the fun of a game, but that for many standard usability guidelines,
there exist equivalent guidelines addressing fun in games.",Usability and Computer Games: Working Group Report,1
100,"Toward Quality-Driven Development of 3D Computer Games
The development of video games is a complex software engineering activity
bringing together large multidisciplinary teams under stringent constraints.
While much has been written about how to develop video games, there
has been as yet little attempt to view video game development from
a quality perspective, attempting to enumerate the quality attributes
that must be satisfied by game implementations, and to relate implementation
techniques to those quality attributes. In this paper, we discuss
desired quality attributes of 3D computer games, and we use the development
of our own Life is a Village game to illustrate architectural tactics
that help achieve these desired qualities.",Toward Quality-Driven Development of 3D Computer Games,1
101,"Consumer behavior in online game communities: A motivational factor
perspective
The concept of online communities has been used to improve customers
loyalty in recent years. While studies on transaction community such
as online auction have received more attention in the literature,
entertainment community such as online game has seldom been addressed.
This study applies the theory of reasoned action (TRA) and modifies
the technology acceptance model (TAM) to propose a research model.
An empirical study involving 356 subjects was conducted to test this
model. The results indicate that customer loyalty is influenced by
perceived enjoyment, social norms and preference. Perceived cohesion
has an indirect impact on loyalty. In addition, the finding s practical
implication suggests that community managers must overcome the problems
users encounter, including suffering from an unstable system, malicious
players and grief players.","Consumer behavior in online game communities: A motivational factor
perspective",0
102,"Pervasive Game Flow: Understanding player's enjoyment in pervasive
games
Player enjoyment is perhaps the most important issue in successful
game design, but so far it has not been addressed in the area of
pervasive games. Departing from the general gameflow model, this
article presents an initial outline for a new model of pervasive
player enjoyment, that is, the pervasive gameflow model, which is
described and discussed in terms of additions and elaborations to
the general gameflow model. It is intended to serve as a departure
point for further empirical studies on player enjoyment in pervasive
games.","Pervasive Game Flow: Understanding player's enjoyment in pervasive
games",0
