,title-abstract,title,label
46,"Locus Solum: From the rules of logic to the logic of rules
Go back to An-fang, the Peace Square at An-Fang, the Beginning Place
at An-Fang, where all things start (…) An-Fang was near a city, the
only living city with a pre-atomic name (…) The headquarters of the
People Programmer was at An-Fang, and there the mistake happened:
A ruby trembled. Two tourmaline nets failed to rectify the laser
beam. A diamond noted the error. Both the error and the correction
went into the general computer.",Locus Solum: From the rules of logic to the logic of rules,0
47,"Should we bridge the gap by outsourcing part of faculty support
Some faculty members seek to push the technology envelope further
and faster than Computing Centers can respond to or support. Should
we encourage some of our faculty to meet their needs outside of university
resources at their own expense? Should we support this move with
training, referrals, and backup support when necessary? Should we
encourage a faculty member to register a domain name, create a website,
and refer students and others to their own domain names and sub-domains
for each class? With the right web-hosting service, they could create
and manage their own discussion lists. This paper will discuss various
web-hosting services, what they offer, and how faculty might use
them.",Should we bridge the gap by outsourcing part of faculty support,0
48,"Information and Communication Technologies Usage by Students in an
Israeli High School: Equity, Gender, and Inside/Outside School Learning
Issues
This study describes and analyses a survey that was conducted with
384 students from grades 7–12 in a typical urban High School in Israel.
The students reported on the extent and characteristics of Information
and Communication Technology (ICT) usage within and beyond school
time and location. Its focus is on (a) equity issues regarding the
extent, purposes and scope of ICT usage and students self perception
in ICT proficiency; (b) gender and age differences in ICT use; and
(c) relationship between inside/outside school learning processes.
The findings show that 10% of the students are non-users of ICT,
two thirds are common-users and only 25% are skilled users. About
half of the students use the Internet to some extent. Major Gender
differences were found: in general, more boys used ICT more extensively
than girls did. Differences among age groups were found mainly with
respect to the use of complex applications, but not regarding Internet
usage. These results are discussed in the light of the three focal
issues: equity, gender, and integration of learning processes taking
place within and outside school.","Information and Communication Technologies Usage by Students in an
Israeli High School: Equity, Gender, and Inside/Outside School Learning
Issues",0
49,"Voice Recognition for On-line Literacy: Continuous Voice Recognition
Technology in Adult Literacy Training
This study explored whether over-the-counter continuous voice recognition
software could be used to support the delivery of a standardized
reading curriculum to adults with low-level literacy skills. Three
primary questions were addressed in the study. First, how readily
could mass-market continuous voice recognition software programs
be adapted for use in adult literacy training? Second, what role(s)
might the voice recognition technology play in facilitating the computer-based
delivery of a standard text-based reading curriculum? And third,
does the use of the voice recognition software positively affect
the technological skills and computing comfort levels of adults with
low-level literacy skills?


Five adults with low-level literacy skills completed the computer-based
curriculum, using the voice recognition software to practice and
check their reading and writing efforts. A literacy tutor guided
the participants through the curriculum, recorded and saved the participants'
responses and videotaped the sessions for subsequent analysis.


The findings reported here suggest that currently available over-the-counter
continuous voice recognition technology, while essentially effective
and accurate with fluent readers, is not yet ready, as a stand-alone
system, to meet the needs of these adults with low-level literacy
skills. The voice recognition software was most effective when it
was used in the presence of a tutor. Having tutors provide on-going
and immediate support to learners was a vital component of literacy
training in this computer-based environment. In general the computer-based
programs seemed to provide participants with a `motivational boost'.
Specifically, the computer-based lessons helped develop participants'
technological skills and confidence levels and promoted sustained
focus on instructional tasks. Implications associated with these
findings for future research with voice recognition software and
adult literacy training are discussed.","Voice Recognition for On-line Literacy: Continuous Voice Recognition
Technology in Adult Literacy Training",1
50,"Archeoguide: first results of an augmented reality, mobile computing
system in cultural heritage sites
This paper presents the ARCHEOGUIDE project (Augmented Reality-based
Cultural Heritage On-site GUIDE). ARCHEOGUIDE is an IST project,
funded by the EU, aiming at providing a personalized electronic guide
and tour assistant to cultural site visitors. The system provides
on-site help and Augmented Reality reconstructions of ancient ruins,
based on user's position and orientation in the cultural site, and
realtime image rendering. It incorporates a multimedia database of
cultural material for on-line access to cultural data, virtual visits,
and restoration information. It uses multi-modal user interfaces
and personalizes the flow of information to its user's profile in
order to cater for both professional and recreational users, and
for applications ranging from archaeological research, to education,
multimedia publishing, and cultural tourism. This paper presents
the ARCHEOGUIDE system and the experiences gained from the evaluation
of an initial prototype by representative user groups at the archeological
site of Olympia, Greece.","Archeoguide: first results of an augmented reality, mobile computing
system in cultural heritage sites",0
51,"Design of complex information
This paper addresses the issues surrounding analysis and design which
supports developing web-based information for use in situations which
require supporting multiple levels of audience knowledge and ability.
Firmly focused on communicating information, it addresses the analysis
and design of information content requirements for systems that assemble
customized information; a communication possibility that has only
recently become possible on a practical scale. It develops a five
element model (situation, user, user goals, information needs, system).
It builds an argument stressing the need to analyze and design for
user goals and information needs within the situational context in
order to maximize communication with the user.",Design of complex information,0
52,"Language technology solutions in Simputer: an overview
Simputer is a low-cost multilingual, mass access handheld device that
uses Indian language user interfaces to provide information technology
based services to the multilingual population of India. We discuss
the language technology components of Simputer that help realize
this experience. The architecture and detailed working of multilingual
text rendering and display as well as multilingual text-to-speech
systems, in particular the IML browser and Dhvani ITS engine, deployed
in the Simputer are outlined.",Language technology solutions in Simputer: an overview,0
53,"Extended abstract a field computer for animal trackers
The field computer system has been developed to gather complex data
on amimal behaviour that is observed by expert animal trackers. The
system is location aware using the satellite Global Positioning Sytem.
The system has been designed to empower semi-literate trackers. User
testing showed that trackers were easily able to master the interface.
They benefit from greater recognition, while the wider community
gains from access to the knowledge of the trackers on animal behaviour.",Extended abstract a field computer for animal trackers,1
54,"Challenging interfaces/redesigning users
As the identity of the computer user becomes more diverse, software
developers can no longer assume familiarity with legacy systems or
perfect vision, motor control and memory. The development of Piloot
(for users with learning difficulties) and SeeWord (for dyslexic
readers) shows that systems can be usable and accessible for 'non-typical'
user groups. It is no longer appropriate to design 'general purpose'
software that excludes users because of their age or minor impairments.
Piloot and SeeWord, although developed for very different user groups,
uncover some common barriers to computer use. Although some of these
barriers were overcome in similar ways, other solutions were specific
to the target user group and this may suggest strategies that will
be effective in developing inclusive systems in the future.",Challenging interfaces/redesigning users,0
55,"A digital library of conversational expressions: helping profoundly
disabled users communicate
Digital libraries are for everyone. This paper describes the development
of a digital library for a user who has a profound physical disability
that means she cannot communicate verbally, and cannot use conventional
communication tools.","A digital library of conversational expressions: helping profoundly
disabled users communicate",0
56,"XP requirement negotiation workshop: co-located with XP2001 --- the
second international conference on eXtreme programming and agile
processes in software engineering Villasimius, Cagliari, Italy, 23rd
May 2001 workshop log
The plan is first to do an introduction with positions + interests
and then to perform a visioning exercise.","XP requirement negotiation workshop: co-located with XP2001 --- the
second international conference on eXtreme programming and agile
processes in software engineering Villasimius, Cagliari, Italy, 23rd
May 2001 workshop log",0
57,"Computers, programming and people
Now part of consumer society and marketed globally, computers are
designed to be sold rather than used. Software marketers, e-businesses,
and their technicians consider having an understanding of how the
underlying machinery works to be utterly irrelevant. For them, the
most important skills are marketing, management, and graphical expertise.
The profession should strive to make it easy for people to exploit
the computer on their own terms in their own culture. The symbolic
programming system should be completely straightforward, but adaptable
to different writing systems. Any complexity should be subsumed by
the operating system or concealable within the macro-coding system","Computers, programming and people",0
58,"Dynamic implicit solids with constraints for haptic sculpting
We present a novel, interactive shape modeling technique: dynamic
implicit solid modeling, which unifies volumetric implicit functions
and powerful physics-based modeling. Although implicit functions
are extremely powerful in graphics, geometric design, and shape modeling,
the full potential of implicit functions is yet to be fully realized
due to the lack of flexible and interactive design techniques. In
order to broaden the accessibility of implicit functions in geometric
modeling, we marry the implicit solids, which are semi-algebraic
sets of volumetric implicit functions, with the principle of physics-based
models and formulate dynamic implicit solids. By using ""density springs""
to connect the scalar values of implicit functions, we offer a viable
solution to introduce the elasticity into implicit representations.
As a result, our dynamic implicit solids respond to sculpting forces
in a natural and predictive manner. The geometric and physical behaviors
are tightly coupled in our modeling system. The flexibility of our
modeling technique allows users to easily modify the geometry and
topology of sculpted objects, while the inherent physical properties
can provide a natural interface for direct, force-based free-form
deformation. The additional constraints provide users more control
on the dynamic implicit solids. We have developed a sculpting system
equipped with a large variety of physics-based toolkits and an intuitive
haptic interface to facilitate the direct, natural editing of implicit
functions in real-time. Our experiments demonstrate many attractive
advantages of our dynamic approach for implicit modeling such as
intuitive control, direct manipulation, real-time haptic feedback,
and capability to model complicated geometry and arbitrary topology",Dynamic implicit solids with constraints for haptic sculpting,0
59,"Learning e-learning -- a comprehensive investigation of course developers'
and language teacher trainees' views regarding the usefulness and
effectiveness of a multimedia self-tuition course
The paper presents the results of a comparative investigation of course
developers’ and teacher trainees’ views regarding the usefulness
and effectiveness of a multimedia self-tuition course designed to
introduce foreign language teacher trainees to tools and methods
for organising computer-assisted language learning. The paper first
provides a brief description of the home-study course itself. It
describes the course’s main components, its content as well as the
learning and evaluation tasks the course provides in support of the
learning process. Next, the paper reports on the way in which the
evaluation project investigating teacher trainees’ and course developers’
views regarding the effectiveness of the course was set up. The project’s
design is presented, and the way in which various procedures of data
collection (written evaluations and individual interviews) were triangulated
is commented on. In the third section we present the investigation’s
main findings. The section focuses on points of agreement and disagreement
between developers’ and trainees’ views regarding the usefulness
and effectiveness of the course. Finally, we describe the changes
brought about by the evaluation project, and reflect on the necessity
to take account of future users’ views and requirements in the design
and development process if the training of foreign language teachers
is to benefit from web-based delivery.","Learning e-learning -- a comprehensive investigation of course developers'
and language teacher trainees' views regarding the usefulness and
effectiveness of a multimedia self-tuition course",0
60,"Community knowledge sharing: an Internet application to support communications
across literacy levels
This paper presents Community Knowledge Sharing (CKS), an asynchronous
discussion system designed for use in the developing world. CKS supports
community development by allowing communities to interact, share
and learn from each other. Recognizing that large segments of the
population in rural communities have low levels of literacy, CKS
implements a multi-literate design in which the system can be customized
based on the abilities and preferences of the user. An evaluation
of CKS, conducted in a rural agricultural community in the Dominican
Republic, found that low literate users prefer fully iconic interfaces.
Future systems designed for use by people with a range of literacy
skills must ensure that iconic interfaces provide users with the
audio and visual cues they need to work effectively","Community knowledge sharing: an Internet application to support communications
across literacy levels",1
61,"The role of speech input in wearable computing
Speech recognition seems like an attractive input mechanism for wearable
computers, and as we saw in this magazine's first issue, several
companies are promoting products that use limited speech interfaces
for specific tasks. However, we must overcome several challenges
to using speech recognition in more general contexts, and interface
designers must be wary of applying the technology to situations where
speech is inappropriate.",The role of speech input in wearable computing,0
62,"3D interactive, on-site visualization of ancient Olympia
This paper describes the work performed for the ARCHEOGUIDE (Augmented
Reality-based Cultural Heritage On-site GUIDE) project. ARCHEOGUIDE
is funded by the EU IST framework (IST-1999-11306), and pursued by
a consortium of European organizations. It delivers an interactive,
personalized, augmented reality (AR) guide for the visualization
of ruined archaeological sites. It is based on mobile real-time computing,
networking, and 3D visualization. Its users are presented with monument
reconstructions, navigation aid and historical information in a user-friendly
way through the use of multi-modal interaction techniques. The key
features of the system are a novel hybrid position and orientation
tracking technique used in determining the user's viewpoint, navigation
aid, outdoor operation, and real-time 3D visualization of monuments,
artifacts, and life. This paper presents examples of the system's
use at the archaeological site of ancient Olympia in Greece.","3D interactive, on-site visualization of ancient Olympia",0
63,"When conventions collide: the tensions of instant messaging attributed
We discuss findings from observation, interviews, and textual analysis
of instant messaging use in a university research lab setting. We
propose a method for characterizing the tensions that permeate instant
messaging texts and that expose the collision between conventions
of verbal and written communication. Given this method, we suggest
a design space for exploring potential design choices in instant
messaging clients. Finally, we recommend an analysis of communicative
conventions as a fruitful lens through which designers might anticipate
or circumvent design tensions in emergent computer-mediated communication
technologies",When conventions collide: the tensions of instant messaging attributed,0
64,"Communications Policy and Information Technology: Promises, Problems,
Prospects
New technologies, although developed with optimism, often fall short
of their predicted potential and create new problems. Communications
technologies are no different. Their utopian proponents claim that
universal access to advanced communications technologies can help
to feed the hungry, cure the sick, educate the illiterate, improve
the global standard of living, and ultimately bring about world peace.
The sobering reality is that while communications technologies have
a role to play in making the world a better place, the impact of
any specific technological advance is likely to be modest.


The limitations of new technologies are often not inherent in the
technologies themselves but the result of regulatory or economic
constraints. While the capability may exist to deliver any information
anywhere in the world, many people lack the money to pay for it,
the equipment to access it, the skills to use it, or even the knowledge
that it might be useful to them. This book examines the complex ways
in which communication technologies and policies affect the people
whose lives they are intended to improve. The areas of discussion
include Internet regulation, electronic voting and petitioning, monopoly
and competition in communications markets, the future of wireless
communications, and the concept of universal service.","Communications Policy and Information Technology: Promises, Problems,
Prospects",0
65,"Token-based peer-to-peer interaction coordination
The rapid emergence of Electronic Commerce has caused a so-called
“digital divide” to form between those with access to the Internet
and those without. While governments have tried to lessen this divide
through the introduction of public access points and infrastructure
subsidies, little is being done to address the barriers to entry
for functionally illiterate and cognitively impaired populations.
Our research attempts to address this issue by individualizing end-user
interactions with computerized systems on a domain-specific basis.
We take the view that each end-user's system should act as a peer
in the computing environment, allowing end-users to own and control
their information. Shifting from the current client-server computing
environment to the peer-to-peer paradigm of computing should facilitate
the customization of interactions that these populations require
while maintaining their privacy. Existing applications programming
environments are geared towards the client-server model of computing.
Research into peer-to-peer application development has indicated
that the process-oriented programming environment facilitates some
aspects of peer-to-peer application development, but introduces challenges
with respect to distributed data management. Existing blocking distributed
transaction coordination mechanisms rely on global state to facilitate
centralized control of distributed resources, but there is no concept
of global state in the process-oriented model. This thesis introduces
a new model of token-based peer-to-peer interaction coordination
(the TPIC model). This new model maintains consistency in a peer-to-peer
environment without relying on global state.",Token-based peer-to-peer interaction coordination,0
66,"A neural network, speech-based approach to literacy
An automatic word recognition system is described which assists orally
proficient literacy inefficient people to become literate within
a minimum possible timeframe. The system enables people with a strong
oral tradition to impart their stories directly in text form, without
the assistance of a learning facilitator, which is the current best
practice for such people. This project stems from work with indigenous
communities, but has far-reaching repercussions beyond this community
sector, with the potential for benefit to mainstream literacy education
(Gluck et.al., 1999). It should be emphasized that our system differs
from virtually all other speech-to-text recognition systems in that
users are not required to interact via written text (e.g. Kohonen,
1988); at the heart of the system is a neural network-based pattern
recognizer which translates speech patterns into visual rather than
textual cues. Results obtained to date using this system are reported.","A neural network, speech-based approach to literacy",1
67,"Design considerations for a financial management system for rural,
semi-literate users
In this paper, we describe the design process, results, and general
observations obtained in designing a user interface for managing
community-based micro-finance institutions in rural India. The primary
users studied were semi-literate village women. We discuss our contextual
study observations and conclude by presenting a grounded design approach
that best leverages the existing learning patterns of the users.","Design considerations for a financial management system for rural,
semi-literate users",0
68,"The development of a computerised multimedia tutorial system for
a diverse student population
Higher education institutions are relying less on the matriculation
marks of prospective students and are implementing computerised testing
systems in order to test and select students. These institutions
are assessing and accepting prospective students from a diverse background,
especially relating to previous exposure to technology and specifically
in the use of computers. Prospective students with limited or no
previous exposure in the use of computers and human-computer interfaces
(HCI) are disadvantaged further when completing computerised admission
tests. A computerised multimedia tutorial system (ACCUTUT) was developed
in order to train prospective students in the use of computerised
admission test user interfaces. This paper discussed the development
of ACCUTUT and shows that the use of such a computerised multimedia
tutorial system can eliminate most user interface problems experienced
by prospective students when completing computerised admission tests.","The development of a computerised multimedia tutorial system for
a diverse student population",0
69,"Folk computing
Communicating through the natural human senses, not just theusual
text and images, experiential environments can serve even the illiterate
and impoverished in the remotest human societies.",Folk computing,1
70,"Experiential computing
Seeking insight from data, users experience, explore, and experiment,
no longer limited to just generating lists of possible answers to
simplistic queries.",Experiential computing,0
71,"A Social History of the Mobile Telephone with a View of its Future
The social history of the mobile telephone involves both the history
of technological development and an account of changing social and
political frameworks into which the new technological developments
become integrated. The technological innovations of mobile telephony
were established from the 1940s, but it was not until the 1990s that
adoption took off. It has been claimed that the mobile telephone
revolution can be explained by changes in the way communication happens
through social networks, away from old hierarchical forms. Several
unique communicative and behavioural patterns have emerged in countries
with mass use of the mobile telephone, including texting (SMS) and
the development of new social norms. Nevertheless there is still
huge global variation in use and development, and more research needs
to be conducted which responds to very local patterns of use and
reuse.",A Social History of the Mobile Telephone with a View of its Future,0
72,"Man-computer interaction aspects in systems for the young people
and non-alphabetized adults
The INFormar project (Informatics for the Education of the Illiterate
Young and Adult) unfolds in a country with a huge social exclusion
by illiteracy. The project main target is to develop customized computational
and methodological tools that multiply the processes of teaching
illiterate adults and of training specialized teachers, at the same
time helping the process of digital inclusion. The first of the tools
assesses the individual illiteracy level and gives some insight for
an analysis of the special aspects of human-computer interface in
computer systems for illiterate users.","Man-computer interaction aspects in systems for the young people
and non-alphabetized adults",1
73,"A visualization design repository for mobile devices
Mobile devices with multimedia and graphics capabilities have great
potential in a wide variety of applications. In addition to location-based
services, mobile-commerce and multimedia entertainment that are often
viewed as promising applications of third generation mobile networks
mobile devices also offer a potential solution to bridging the digital
divide in developing countries. Mobile devices could be used to provide
essential IT services like internet access, communication, information,
education and banking in areas where no fully developed infrastructures
like the electric grid and wire-based net connections are available.
Highly usable interfaces will be a critical factor in the development
of successful mobile devices and applications. This is especially
true if such IT services should become accessible to illiterate or
semi-literate users and users without any previous computer experience
where the interface will have to rely largely on graphics and speech
as interaction mechanisms. However, the design of multimedia-based
interfaces for mobile devices is currently complicated by a lack
of standardized visualization techniques and interaction mechanisms
and the absence of related component libraries and style guides.
As a first step towards the development of a standardized set of
device-independent presentation and interaction techniques we are
currently working on a repository of visualization design solutions
for mobile UIs which will later be extended to include general interaction
techniques.",A visualization design repository for mobile devices,0
74,"A peer-to-peer architecture for the collaborative construction of
scientific theories by virtual communities
Needs for bidirectional nonvertical access to information and learning
are evident and urgent. We cannot impose pervasive, huge investments
to developing country's users forcing them to wait. Peer-to-peer
architectures integrated with interoperable XML documents are currently
the most suited means for direct, bidirectional access to information
within virtual communities. We show how such an architecture may
improve the effectiveness of a previously developed tool for literacy
in Brazil, at the same time as it enables highly qualified scientists
in the West to cooperate on the Web today, on the grid tomorrow.","A peer-to-peer architecture for the collaborative construction of
scientific theories by virtual communities",0
75,"Design studies for a financial management system for micro-credit
groups in rural india
In this paper we describe the design process, results and observations
obtained in designing a user interface for managing community-based
financial institutions in rural India. The primary users are semi-literate
village women from local communities. We present detailed observations
from our field visits and the resulting evolution in our design vision.
We describe a successful design artifact that is the result of this
process, and list several important features that contributed to
its success. We conclude with the current state of our work and our
plans for the future.","Design studies for a financial management system for micro-credit
groups in rural india",1
76,"Towards a knowledge society in India\&\#58; issues for management
The paper points out that in the evolutionary process of human society,
different groups of people have been left at different levels. Therefore,
within countries, it is necessary to identify these different levels
and tailor modern knowledge/skill bases to enable their smooth transition,
instead of attempting a uniform solution. The paper discusses the
four broad levels of knowledge bases in India and how they are placed
in the Indian economy. The paper then describes how the different
levels can be lifted to better levels of productivity and wealth
creation by illustrating the types of requirements of technologies/knowledge/skills.",Towards a knowledge society in India\&\#58; issues for management,0
77,"Using a handheld PC to collect and analyze observational data
Observational research has become an increasingly important tool in
the technical communicator's toolkit as a way of analyzing audiences,
discovering problems with current documentation systems, and envisioning
alternate ways to design information. Whether it is used informally,
in structured design methods, or in academic workplace studies, observational
research is useful for technical communication. Yet collecting, managing,
and analyzing data can be laborious, time-consuming, and hard to
share among team members. Thus technical communicators sometimes
avoid observational research in favor of interviews, focus groups,
and usability testing -- methods that have their own strengths, but
that are no substitute for observational research.In this presentation,
I describe two projects in which I dealt with some of these barriers
by using handheld PCs (a Handspring Visor and a Sharp Zaurus) as
data collection, management, and analysis tools. Consolidating various
techniques to a handheld PC -particularly on the data collection
side -- leads to a number of benefits, including a reduction in laborious
manual transcription; the easy transfer from raw data to research
databases; the elimination of work in digitizing audio and photo
data for archiving in a database; on-the-fly analysis of data anywhere,
without the need for file cabinets, folders, or other bulky types
of data storage; and easy sharing of data among team members. At
the presentation's conclusion, I will describe how I plan to further
develop this fruitful line of inquiry by developing a crossplatform
qualitative research tool.",Using a handheld PC to collect and analyze observational data,0
78,"Speech enabled e-learning for adult literacy tutoring
It is estimated in a recent OECD International Adult Literacy Survey
that up to 500,000 Irish adults are functionally illiterate, that
is many people have difficulty in reading and understanding everyday
documents. We address this problem by allowing users to interact
with speech enabled e-learning literacy content using multimodal
interfaces. We present two experimental prototypes that explore technical
solutions and identify an application architecture suitable for literacy
e-learning. The implementation of an evolutionary prototype that
uses client side technology is described and feedback from this phase
of the project is reported.",Speech enabled e-learning for adult literacy tutoring,1
79,"Extracting key semantic terms from Chinese speech query for web searches
This paper discusses the challenges and proposes a solution to performing
information retrieval on the Web using Chinese natural language speech
query. The main contribution of this research is in devising a divide-and-conquer
strategy to alleviate the speech recognition errors. It uses the
query model to facilitate the extraction of main core semantic string
(CSS) from the Chinese natural language speech query. It then breaks
the CSS into basic components corresponding to phrases, and uses
a multi-tier strategy to map the basic components to known phrases
in order to further eliminate the errors. The resulting system has
been found to be effective.",Extracting key semantic terms from Chinese speech query for web searches,0
80,"Language choice models for microplanning and readability
This paper describes the construction of language choice models for
the microplanning of discourse relations in a Natural Language Generation
system that attempts to generate appropriate texts for users with
varying levels of literacy. The models consist of constraint satisfaction
problem graphs that have been derived from the results of a corpus
analysis. The corpus that the models are based on was written for
good readers. We adapted the models for poor readers by allowing
certain constraints to be tightened, based on psycholinguistic evidence.
We describe how the design of microplanner is evolving. We discuss
the compromises involved in generating more readable textual output
and implications of our design for NLG architectures. Finally we
describe plans for future work.",Language choice models for microplanning and readability,1
81,"The development of mobile applications for patient education
The International Centre for Digital Content explores the relationship
of technology to societyóthrough present and emerging applications.
This paper outlines ICDCís rapid application development methodology,
focusing specifically on a current project partnership with Healthcare
Services. The aim of this project is to provide the Primary Care
Group (PCG) healthcare specialists with a suite of interoperable
devices that can provide breast cancer patients with personalized
educational information at any point throughout the course of their
treatment. The first phase of the project focuses on the development
of a Personal Digital Assistant (PDA) prototype. The patient will
have access to educational multimedia content relating to their condition
at any time and in any context.",The development of mobile applications for patient education,0
82,"Critical success factors of enterprise resource planning systems
implementation success in China
ERP implementation issues have been given much attention since two
decades ago due to its low implementation success. Nearly 90 percent
of ERP implementations are late or over budget (Martin, 1998) and
the success rate with ERP implementation is about 33%. In China,
the success rate of implementing ERP systems is extremely low at
10% (Zhu and Ma, 1999) which is much lower than that in West countries.
This study attempts to study critical success factors affecting enterprise
resource planning (ERP) systems implementation success in China with
focus on both generic and unique factors. User satisfaction and White's
ABCD classification method are used to judge whether an ERP system
implementation is a success or a failure. Survey methodology and
structural equation modeling technique of PLS-graph are used to collect
and analyze data. Discussions on the results of data analysis are
made.","Critical success factors of enterprise resource planning systems
implementation success in China",0
83,"Signal to noise ratio of information in documentation
The signal to noise ratio is a common concept in radio communications
and electronic communication in general. For a radio, the static
is the noise. Too much static and the storm report gets drowned out,
or at least you must listen closely to understand the announcer.
Unfortunately, information designers do not posses a clear cut set
of techniques available to electrical engineers. For information
systems, taking the raw data in a system and deciding what is signal
and what is noise proves to be extremely difficult. This paper will
examine how the concept of signal to noise ratio can be applied to
documentation. It will consider how the need to address different
tasks and audience forces compromises on the writer to meet those
different needs, when each audience has different definitions of
which information constitutes signal and which constitutes noise.",Signal to noise ratio of information in documentation,0
84,"Greenstone digital library software: current research
The Greenstone digital library software (www.greenstone.org) provides
a flexible way of organizing information and publishing it on the
Internet or removable media such as CDROM. Its aim is to empower
users, particularly in universities, libraries and other public service
institutions, to build their own digital libraries. It is open-source
software, issued under the terms of the GNU General Public License.
It is produced by the New Zealand Digital Library Project at the
University of Waikato, and developed and distributed in cooperation
with UNESCO and the Human Info NGO.",Greenstone digital library software: current research,0
85,"Greenstone digital library software: current research
The Greenstone digital library software (www.greenstone.org)provides
a flexible way of organizing information and publishing it on the
Internet or removable media such as CDROM. Its aim is to empower
users, particularly in universities, libraries and other public service
institutions, to build their own digital libraries. It is open-source
software, issued under the terms of the GNU General Public License.
It isproduced by the New Zealand Digital Library Project atthe University
of Waikato, and developed and distributed incooperation with UNESCO
and the Human Info NGO.",Greenstone digital library software: current research,0
86,"A study of web usability for older adults seeking online health resources
The Web offers older adult users immediate access to health resources
that might not otherwise be available. Older adult users, however,
may encounter Web barriers associated with normal aging and lower
education. The National Institute on Aging Web guidelines were used
to assess the usability of 125 Web sites offering health resources.
Performance, translation, and reading complexity were also assessed.
Results showed that many of the sampled sites were not senior-friendly.
Only 12&percnt; of the sites offered a Spanish version, many containing
nontranslated text. Approximately a third of sampled sites required
a college education to comprehend extracted health information.",A study of web usability for older adults seeking online health resources,1
87,"An adaptive information retrieval system based on associative networks
In this paper we present a multilingual information retrieval system
that provides access to Tourism information by exploiting the intuitiveness
of natural language. In particular, we describe the knowledge representation
model underlying the information retrieval system. This knowledge
representation approach is based on associative networks and allows
the definition of semantic relationships between domain-intrinsic
information items. The network structure is used to define weighted
associations between information items and augments the system with
a fuzzy search strategy. This particular search strategy is performed
by a constrained spreading activation algorithm that implements information
retrieval on associative networks. Strictly speaking, we take the
relatedness of terms into account and show, how this fuzzy search
strategy yields beneficial results and, moreover, determines highly
associated matches to users' queries. Thus, the combination of the
associative network and the constrained spreading activation approach
constitutes a search algorithm that evaluates the relatedness of
terms and, therefore, provides a means for implicit query expansion.",An adaptive information retrieval system based on associative networks,0
88,"Multimedia Simulation and Comprehension Aid for Complex Technical
Documents: A Course for Crane Drivers
We present the design and the experimental test of a cognitive aid
tool based on multimedia simulation constructed to help illiterate
crane drivers to understand documents about crane transport limits.","Multimedia Simulation and Comprehension Aid for Complex Technical
Documents: A Course for Crane Drivers",1
89,"Interactive evolutionary design of anthropomorphic symbols
Although the computer science literature contains numerous examples
that describe various interactive evolutionary computational (IEC)
algorithms, few studies have focused on how use such algorithms to
elicit design information from a population of human users. The purpose
of this study was to address this gap in the literature by constructing
and testing an IEC algorithm for anthropomorphic symbol design. A
design group of 25 subjects used the algorithm to create 100 anthropomorphic
symbols represented the emotions of anger, joy, fear, and sadness.
The 100 symbols underwent comprehensions testing using a separate
group of 30 subjects. Factor analysis of the nine limb angles comprising
each symbol revealed that specific combinations of limb angles differed
significantly between symbols based on the emotional referent the
IEC algorithm users meant to convey. Comprehension testing results
revealed that recognition accuracy for the joy symbols was highest
while recognition accuracy for the anger symbols was lowest. The
findings of the current study suggest the IEC algorithms can be used
to identify important symbol design characteristics and generate
symbols whose message is readily comprehended by end user populations.",Interactive evolutionary design of anthropomorphic symbols,0
90,"The user experience: designs and adaptations
Specifications for accessibility of Web pages do not necessarily guarantee
a usable or satisfying Web experience for persons with disabilities.
The needs of many of these individuals fall outside guidelines for
accessible content. Many of these users, for example, wish that they
simply could ""enlarge"" what is on a Web page. They also express the
wish that pages would be ""less confusing"". To meet these needs, Web
browsers and various software applications provide for a variety
of ways in which page presentations can be altered. The effects of
these alterations often have unexpected consequences. Some designs
accommodate these alterations better than others. This paper discusses
one such application that allows users to control features of Web
page presentation and explores design features that facilitate such
control.",The user experience: designs and adaptations,0
91,"A web accessibility service: update and findings
We report here on our progress on a project first described at the
ASSETS 2002 conference. At that time, we had developed a prototype
system in which a proxy server intermediary was used to adapt Web
pages to meet the needs of older adults. Since that report, we field
tested the prototype and learned of problems with the proxy approach.
We report on the lessons learned from that work and on our new approach
towards meeting the Web needs of older adults and users with disabilities.
This new software makes adaptations on the client machine, with greater
accuracy and speed than was possible with the proxy server approach.
It transforms Web pages ""on the fly"", without requiring that all
Web content be re-written. The new software has been in use for a
year and we report here on our findings from the usage. We discuss
this approach in the context of Web accessibility standards and Web
usability.",A web accessibility service: update and findings,0
