,title-abstract,title,label
77,"On the economic evaluation of XP projects
From a project economics point of view, the most important practices
of extreme programming (XP) are pair programming and test-driven
development. Pair programming leads to a large increase in the personnel
cost, and test-driven development adds to the development effort.
On the other hand, pair programming can speed the project up; both
pair programming and test-driven development can reduce the defect
density of the code. Can the increased cost of XP be balanced by
its shorter time to market and higher code quality? To answer this
question, we construct a new model for the business value of software
projects. We then analyze the cost and benefit of XP by applying
our model to a realistic sample project. We systematically vary important
model parameters to provide a sensitivity analysis. Our analysis
shows that the economic value of XP strongly depends on how large
the XP speed and defect advantage really are. We also find that the
market pressure is an important factor when assessing the business
value of XP. Our study provides clear guidelines for managers when
to consider using XP - or better not.",On the economic evaluation of XP projects,0
78,"Improving the CS1 experience with pair programming
Pair programming is a practice in which two programmers work collaboratively
at one computer, on the same design, algorithm, or code. Prior research
indicates that pair programmers produce higher quality code in essentially
half the time taken by solo programmers. An experiment was run to
assess the efficacy of pair programming in an introductory Computer
Science course. Student pair programmers were more self-sufficient,
generally perform better on projects and exams, and were more likely
to complete the class with a grade of C or better than their solo
counterparts. Results indicate that pair programming creates a laboratory
environment conducive to more advanced, active learning than traditional
labs; students and lab instructors report labs to be more productive
and less frustrating .",Improving the CS1 experience with pair programming,0
79,"Pair learning: With an eye toward future success
Pair programming is a practice in which two programmers work collaboratively
at one computer on the same design, algorithm, or code. Prior research
indicates that pair programmers produce higher quality code in essentially
half the time taken by solo programmers. Pair programming is becoming
increasingly popular in industry and in university curricula. An
experiment was run at North Carolina State University over a period
of one and a half years to assess the efficacy of pair programming
as an alternative educational technique in an introductory programming
course. We found that the retention rate of the students in the introductory
programming courses is equal to or better than that of the students
in the solo programming courses. Most students show a positive attitude
towards collaborative programming, and students in paired classes
continue to be successful in subsequent programming classes that
require solo programming. Pair programming also leads to a reduced
workload for the course staff in terms of grading, questions answered
and teaching effort.",Pair learning: With an eye toward future success,0
80,"Distributed Pair Programming on the Web
Pair programming is an extreme programming practice, where two programmers
working sided by side on a single computer produce a software artifact.
This technique has demonstrated to produce higher quality code in
less time it would take an individual programmer. We present the
COPPER system, a synchronous source code editor that allows two distributed
software engineers to write a program using pair programming. COPPER
implements characteristics of groupware systems such as communication
mechanism, collaboration awareness, concurrency control, and a radar
view of the documents, among others. It also incorporates a document
presence module, which extends the functionality of instant messaging
systems to allow users to register documents from a Web server and
interact with them in a similar fashion as they do with a colleague.
We report results from a preliminary evaluation of COPPER which provide
evidence that the system could successfully support distributed pair
programming.",Distributed Pair Programming on the Web,0
81,"Convincing the inconvincable
Despite the increasing knowledge base within the IT industry worldwide
about the tremendous benefits of XP and agile processes, there is
still a long way to go to convince a lot of developers. A side effect
of this popularity is that XP practices may have a negative connotation
for some. This may result in a reluctance to try or adopt any of
these practices. This paper describes some strategies that may be
employed by project team members to help those that seem ""inconvincible""
to recognise some of the benefits of XP. Introducing XP should be
an evolution not a revolution.",Convincing the inconvincable,0
82,"Analyzing the cost and benefit of pair programming
We use a combination of metrics to understand, model, and evaluate
the impact of pair programming on software development. Pair programming
is a core technique in the hot process paradigm of extreme programming.
At the expense of increased personnel cost, pair programming aims
at increasing both the team productivity and the code quality as
compared to conventional development. In order to evaluate pair programming,
we use metrics from three different categories: process metrics such
as the pair speed advantage of pair programming; product metrics
such as the module breakdown structure of the software; and project
context metrics such as the market pressure. The pair speed advantage
is a metric tailored to pair programming and measures how much faster
a pair of programmers completes programming tasks as compared to
a single developer. We integrate the various metrics using an economic
model for the business value of a development project. The model
is based on the standard concept of net present value. If the market
pressure is strong, the faster time to market of pair programming
can balance the increased personnel cost. For a realistic sample
project, we analyze the complex interplay between the various metrics
integrated in our model. We study for which combinations of the market
pressure and pair speed advantage the value of the pair programming
project exceeds the value of the corresponding conventional project.
When time to market is the decisive factor and programmer pairs are
much faster than single developers, pair programming can increase
the value of a project, but there also are realistic scenarios where
the opposite is true. Such results clearly show that we must consider
metrics from different categories in combination to assess the cost-benefit
relation of pair programming.",Analyzing the cost and benefit of pair programming,0
83,"Dear diary: the making of an XP team
The author discusses his experience working with a software technology
company during the introduction of XP. While there had been some
success at employing practices such as the planning game, stand-up
meetings, and pair programming, the company was struggling. He realized
the biggest thing they were lacking was the concept that XP is about
the team delivering great software, not the individual or a group
of individuals. His first challenge, then, was to help them become
a team. A a journal of events that occurred while I was working with
this team of 10 developers is presented.",Dear diary: the making of an XP team,0
84,"Future fixes [software development management]
With a little common sense and dependable metrics, software developers
can banish the bug-bucket and keep dreaded rework under control by
creating a reasonable prediction of a project completion. These measures
include: historical information, estimation quality factor and fault
feedback ratio. In addition, critical-chain buffer management can
help to schedule the project to allow for rework during each task
or in the planning stage. Agile techniques also offer immediate feedback,
helping to create fewer defects and less rework. Incorporating such
techniques as test-first development, automated unit testing and
pair programming - or at least have another pair of eyes review the
code. In handling a large project with several agile teams and it
is unsure if there is enough time to catch all the defects in each
iteration, plan on a defect search-fix mission on one iteration before
releasing it to the client.",Future fixes [software development management],0
85,"Virtual teaming: Experiments and experiences with distributed pair
programming
Pair programming is a practice in which two programmers work together
at one computer, collaborating on the same design, algorithm, code
or test. Previous studies have shown that pair programmers produce
higher quality code in essentially the same amount of time as solo
programmers. Additional benefits include increased job satisfaction,
improved team communication, and efficient tacit knowledge sharing.
However, it may not always be possible for all team members to be
collocated due to the rise in teleworking and geographically distributed
teams. This paper analyzes the results of two distributed pair programming
case studies done at UNC Chapel Hill and at NC State University.
Participants used readily available off-the-shelf applications for
collaborative software development. The results indicate that software
development collaboratively ""over the wire"" is feasible, effective,
and pleasant for the participants; distributed development is better
done as synchronous pairs than as individuals who integrate; and
distributed pairs maintain many of the advantages of collocated pairs.","Virtual teaming: Experiments and experiences with distributed pair
programming",0
86,"Code warriors and code-a-phobes: a study in attitude and pair programming
This paper reports on how first-year students who have programmed
before see their programming interest and ability and how this self-perception
relates to their performance in the introductory programming course.
In particular we examine how this self-perception is reflected in
their reactions to the pairprogramming

technique for developing software. Students who had programming experience
before University were given a survey that placed them on a scale
that we have

called Code Warrior to Code-a-phobe. We then placed them in opposite
and similar pairs for a pair programming exercise and surveyed their
reactions. There was evidence that students who have considerable
self-confidence do not enjoy the experience of pair programming as
much as other students and that students produce their best work
when placed in pairs with students of similar self-confidence levels.",Code warriors and code-a-phobes: a study in attitude and pair programming,1
87,"Improving the interface between business and product development
using agile practices and the cycles of control framework
We describe how we created and adopted an agile product development
process in a small software company based on the cycles of control
framework by combining selected agile practices and principles from
the scrum and XP methodologies. Describing the development process
using the framework helped in identifying the crucial control points
between business and development and enabled defining practical and
well-functioning connections between them. The control points enable
visibility and flexible management of product development status
and direction. Currently business understands development status
better, which has led to fewer interruptions between the control
points, and thus improved working conditions for development. Positive
experiences are reported of newly adopted practices such as scrum
meetings, pair programming, and unit testing. However, finding and
adopting technical tools to facilitate the process proved to be challenging.","Improving the interface between business and product development
using agile practices and the cycles of control framework",0
88,"Pair Programming in Introductory Programming Labs
This project looks at the practice of pair programming as a vehicle
for improving the learning environment in introductory computer science
labs, a nearly universal course for all engineering students. Pair
programming is a practice in which two programmers work collaboratively
at one computer, on the same design, algorithm, or code. Prior research
indicates that pair programmers produce higher quality code in essentially
half the time taken by solo programmers. A multiyear project is currently
underway at North Carolina State University, looking at the efficacy
of pair programming in an introductory Computer Science (CS1) course.
Results indicate that student pair programmers are more self-sufficient
in lab and are more likely to complete the class with a grade of
C or better. The effect of pair programming on specific graded exams
and projects are less clear. Demographic data, prior achievement
scores, and current course scores were brought together with interview
data, attitude surveys, and in-lab observations to guide the evaluation.
As part of the in-lab data collection, novel techniques are being
developed to better understand pair dynamics and student/instructor
interactions. Collectively, these evaluative methods have guided
the iterative implementation of paired programming instructional
methods. Current challenges being addressed include lab instructor
training, student/instructor concerns over equity in effort on assignments,
pair dynamics in lab, and collaborative logistics of pair programming
outside of lab.",Pair Programming in Introductory Programming Labs,0
89,"Building pair programming knowledge through a family of experiments
Pair programming is a practice in which two programmers work collaboratively
at one computer on the same design, algorithm, code, or test. Pair
programming is becoming increasingly popular in industry and in university
curricula. A family of experiments was run with over 1200 students
at two US universities, North Carolina State University and the University
of California Santa Cruz, to assess the efficacy of pair programming
as an alternative learning technique in introductory programming
courses. Students who used the pair programming technique were at
least as likely to complete the introductory course with a grade
of C or better when compared with students who used the solo programming
technique. Paired students earned exam and project scores equal to
or better than solo students. Paired students had a positive attitude
toward collaboration and were significantly more likely to be registered
as computer science-related majors one year later. Our findings also
suggest that students in paired classes continue to be successful
in subsequent programming classes continue to be successful in subsequent
programming classes that require solo programming.",Building pair programming knowledge through a family of experiments,1
90,"Exploring XP for scientific research
Can we successfully apply XP (Extreme Programming) in a scientific
research context? A pilot project at the NASA Langley Research Center
tested XPs applicability in this context. Since the cultural environment
at a government research center differs from the customer-centric
business view, eight of XPs 12 practices seemed incompatible with
the existing research culture. Despite initial awkwardness, the authors
determined that XP can function in situations for which it appears
to be ill suited.",Exploring XP for scientific research,0
91,"Technical and Human Perspectives on Pair Programming
Extreme Programming is presented as an answer to problems in software
engineering. Extreme Programming is briefly introduced and one of
its primary principles, pair programming, is examined more closely.
Drawing from readings and Medtronic employee interviews, potential
challenges to pair programming are discussed and analyzed. Finally,
recommendations for those considering pair programming are suggested.",Technical and Human Perspectives on Pair Programming,0
92,"Description of an empirical experiment to measure effects of pair
work on the design phase
This paper presents a description of an empirical experiment into
the effects of pair work on the design phase of the software development
lifecycle. The aims of the experiment are to compare the quality
of the design products produced by pair designers and individual
designers as well as compare the efficiency and cost effectiveness
of the pair work and the individual work paradigms in the design
process. In addition, the experiment studies the partners expectations
and practices during the pair work experience. In this paper we make
the case for conducting such an experiment, and detail the experimental
hypotheses, design, inputs, outputs, and evaluation measures.","Description of an empirical experiment to measure effects of pair
work on the design phase",0
93,"eXtreme Programming support tool in distributed environment
eXtreme Programming (XP) is an agile software development process
in which both short period iterative development arid communication
between project members are important. Software development aims
at producing high quality programs within a promised period. To gain
an improvement in product quality, XP proposes twelve practices such
as pair programming, test driven development, refactoring, etc. Pair
programming makes it possible for all project members to deepen understanding
of their programs, and also it becomes easy to find the error of
them. Consequently, it improves quality of their programs. It is
required that the pair has to work together with sufficient communication.
However, in realistic software development, it is necessary to carry
out development in the distributed environment by time and spatial
restrictions of developers, such as office environment, and telecommuting,
an international project. In XP, since communication is important,
we propose XP support environment on a network from the viewpoint
of pair programming support so that the quality of a program can
be improved also in distributed environment.",eXtreme Programming support tool in distributed environment,0
94,"Voices of women in a software engineering course: Reflections on
collaboration
Those science, mathematics, and engineering faculty who are serious
about making the education they offer as available to their daughters
as to their sons are, we posit, facing the prospect of dismantling
a large part of its traditional pedagogical structure, along with
the assumptions and practice which support it. [Seymour and Hewett
1997]. Prior research indicates that female students can be concerned
about the insularity of working alone for long periods of time, as
they perceive to be the case with computer science and information
technology careers. We studied an advanced undergraduate software
engineering course at North Carolina State University to characterize
the potential of collaborative learning environments created via
pair-programming and agile software development to ameliorate this
concern. A collective case study of three representative women in
the course revealed that they held the following four themes in common:
working with others; productivity; confidence; and interest in IT
careers. Three conjectures concerning collaboration emerged from
our study, including the importance of face-to-face meetings, an
increased confidence among women based on product quality, and a
reduction in the amount of time spent on assignments. While our findings
are not generalized to early undergraduate courses, the young women
we studied were at a critical junction in deciding whether to pursue
a career in IT upon their near-term graduation. Additionally, we
propose a model for future testing with both males and females that
connects these three factors with an increased interest in IT careers.","Voices of women in a software engineering course: Reflections on
collaboration",1
95,"Double Trouble: Mixing Qualitative and Quantitative Methods in the
Study of eXtreme Programmers
Despite sparse and sometimes contradictory evidence, eXtreme Programming
(XP) is currently growing in popularity as an alternative strategy
for developing software. This paper proposes a methodology for observational
studies of one of XPs twelve practices, pair programming, including
the analysis of verbalisations, interactions and artefacts in order
to improve our understanding of its cognitive implications. In addition,
a protocol for analysing pair programming behaviours is included
as a means of identifying the behavioural differences of those who
are more expert or novice at pair programming and understanding the
effect of pairing programmers of differing expertise. Initial results
from a recent study using this methodology are then presented.","Double Trouble: Mixing Qualitative and Quantitative Methods in the
Study of eXtreme Programmers",0
96,"Working in pairs as a means for design knowledge building: An Empirical
Study
Pair programming is increasingly attracting researchers' and practitioners'
attention. One of the claimed benefits of pair programming consists
of easing socialization among programmers, with the effect of transferring
tacit knowledge. Designing software systems requires a strong employment
of tacit knowledge, such as individual experience and skills. In
this paper, the authors, explore the hypothesis that working in pairs
can speed up and enforce the knowledge building process among designers.
We name ""pair designing"" the application of pair programming concepts
to the design stage. An experiment has been performed to test the
effect of pair designing on knowledge building. This paper discusses
preliminary results, which confirm the hypothesis of a positive effect
of working in pairs on the process of knowledge building.","Working in pairs as a means for design knowledge building: An Empirical
Study",1
97,"A discovery and analysis of influencing factors of pair programming
The exploration into the underlying psychosocial links of pair programming,
a new and unorthodox programming paradigm in which two programmers
share one keyboard and monitor during real-time programming sessions,
is undertaken. These complex psychosocial relationships, along with
cognitive process exchanges, ultimately mold the programming output
as well as determine the level of communication, satisfaction, confidence
and compatibility. Laying the framework for this research, a thorough
review of traditional and contemporary paradigms with a special focus
on their limitations and a list of current software development problems
are presented. Next, a detailed summary of pair programming and related
agile software paradigms, such as extreme programming, which lists
pair programming as one of its twelve principles, is given. From
earlier pair programming studies, a number of programming benefits
have been unveiled and these are listed and discussed. However, a
lack of formal studies pertaining to the psychosocial aspects of
pair programming exists. Given this void, a field survey is administered
to a group of professional programmers and a resulting list of influencing
factors on pair programming emerges. From the list, the most popular
factor, personality, and two other factors, communication and gender,
have been selected in order to study their impact on pair programming
product outcome and the level of communication, satisfaction, confidence
and compatibility. An experiment focusing on these factors is designed
and implemented. From the experimental findings, the personality
of the two partners in pair programming is found to have a significant
impact on the pair programming output. Also, it is discovered that
same gender pairs exhibited an unusually high level of communication,
satisfaction and compatibility between each other, especially among
female-female pairs. A detailed statistical experiment result based
on research hypotheses is reported.",A discovery and analysis of influencing factors of pair programming,1
98,"Piloting XP on four mission-critical projects
According to proponents, extreme programming creates focused, efficient
software development that heavily emphasizes customer involvement.
As software developers for mission-critical two-way radio systems
in Motorola's commercial, government, and industrial solutions sector,
we'd been hearing a lot about XP's benefits. Software development
teams constantly battle to increase productivity while maintaining
or improving quality . Four Motorola teams piloted extreme programming
to see if it would let them satisfy their customers' constantly changing
requirements while improving productivity.",Piloting XP on four mission-critical projects,0
99,"Improving Student Performance by Evaluating How Well Students Test
Their Own Programs
Students need to learn more software testing skills. This paper presents
an approach to teaching software testing in a way that will encourage
students to practice testing skills in many classes and give them
concrete feedback on their testing performance, without requiring
a new course, any new faculty resources, or a significant number
of lecture hours in each course where testing will be practiced.
The strategy is to give students basic exposure to test-driven development,
and then provide an automated tool that will assess student submissions
on-demand and provide feedback for improvement. This approach has
been demonstrated in an undergraduate programming languages course
using a prototype tool. The results have been positive, with students
expressing appreciation for the practical benefits of test-driven
development on programming assignments. Experimental analysis of
student programs shows a 28% reduction in defects per thousand lines
of code.","Improving Student Performance by Evaluating How Well Students Test
Their Own Programs",0
100,"Empirical evaluation of collaborative support for distributed pair
programming
Pair programming is an Extreme Programming (XP) practice where two
programmers work on a single computer to produce an artifact. Empirical
evaluations have provided evidence that this technique results in
higher quality code in half the time it would take an individual
programmer. Distributed pair programming could facilitate opportunistic
pair programming sessions with colleagues working in remote sites.
In this paper, we present the preliminary results of the empirical
evaluation of the COPPER collaborative editor, developed explicitly
to support pair programming. The evaluation was performed on three
different conditions: pairs working collocated on a single computer;
distributed pairs working in application sharing mode; and distributed
pairs using collaboration aware facilities. In all three cases the
subjects used the COPPER collaborative editor. The results support
our hypothesis that distributed pairs could find the same amount
of errors as their collocated counterparts. However, no evidence
was found that the pairs that used collaborative awareness services
had better code comprehension, as we had also hypothesized.","Empirical evaluation of collaborative support for distributed pair
programming",0
101,"A structured experiment of test-driven development
Test Driven Development (TDD) is a software development practice in
which unit test cases are incrementally written prior to code implementation.
We ran a set of structured experiments with 24 professional pair
programmers. One group developed a small Java program using TDD while
the other (control group), used a waterfall-like approach. Experimental
results, subject to external validity concerns, tend to indicate
that TDD programmers produce higher quality code because they passed
18% more functional black-box test cases. However, the TDD programmers
took 16% more time. Statistical analysis of the results showed that
a moderate statistical correlation existed between time spent and
the resulting quality. Lastly, the programmers in the control group
often did not write the required automated test cases after completing
their code. Hence it could be perceived that waterfall-like approaches
do not encourage adequate testing. This intuitive observation supports
the perception that TDD has the potential for increasing the level
of unit testing in the software industry.",A structured experiment of test-driven development,0
102,"Distributed pair programming: an empirical study
Pair programming provides many benefits, both to the programmers and
to the product that they develop. However, pair programming is limited
to those situations in which the developers can collocate, preventing
its benefits from being enjoyed by the widest possible audience.
A software tool that allowed the pair to work from separate locations
would address this limitation. This paper presents some initial results
from a distributed pair programming experiment in which students
in an introductory programming class used such a tool. Student perceptions
of distributed pair programming are also discussed.",Distributed pair programming: an empirical study,0
103,"Program quality with pair programming in CS1
Prior research on pair programming has found that compared to students
who work alone, students who pair have shown increased confidence
in their work, greater success in CSl, and greater retention in computer-related
majors. In these earlier studies, pairing and solo students were
not given the same programming assignments. This paper reports on
a study in which this factor was controlled by giving the same programming
assignments to pairing and solo students. We found that pairing students
were more likely to turn in working programs, and these programs
correctly implemented more required features. Our findings were mixed
when we looked at some standard complexity measures of programs.
An unexpected but significant finding was that pairing students were
more likely to submit solutions to their programming assignments.",Program quality with pair programming in CS1,1
104,"Enhancing CS Programming Lab Courses Using Collaborative Editors
This paper describes the pedagogical implications of the GREWPtool
(the Groupware Research in Education and the Workforce Project),
a same time different place groupware tool built to support synchronous,
collaborative coding among small to medium sized groups. GREWPtool
exploits the educational benefits of paired programming while extending
the model to allow students synchronous control of the same code.
This effectively drops the constraints of turn taking, and allows
for a richer interaction. The result was a powerful tool that can
be used to provide interactive lectures, structure classroom activity,
and facilitate paired programming during labs. In this paper we present
the design and use of GREWPtool with an emphasis on how it enhances
the classroom experience. In particular, we give a qualitative analysis
of how this tool has been used in six lab courses over the past two
years.",Enhancing CS Programming Lab Courses Using Collaborative Editors,0
105,"Examining Impact of Pair Programming on Female Students
There has been low representation of women in Computer Science. Numerous
studies have been conducted to identify the cause of this under-representation
and to provide suggestions to improve the situation. Still not much
progress in attracting women to computer science has been observed.
The research discussed in this paper was done during the pilot study
phase of a three-year project about women in information

technology field. During the first semester of this project, pair
programming was used in a junior/senior Software Engineering class
at North Carolina State University. The goal of this research is
to examine the effect of pair programming on female students. We
interviewed three female students and analyzed all female students’
project retrospective reports. Theoretical models were developed
to describe (a) the source of project

enjoyment, (b) context that influenced female students’ study habits,
and (c) the effectiveness of pair programming. The cause and effect
of each component of the theoretical models were identified and are
illustrated with narrative data.",Examining Impact of Pair Programming on Female Students,1
106,"Sangam - A Distributed Pair Programming Plug-in for Eclipse
In pair programming, two programmers traditionally work side-by-side
at one computer. However, in globally distributed organizations,
long-distance collaboration is frequently necessary. Sangam is an
Eclipse plug-in that allows Eclipse users in different locations
to share a workspace so that they may work as if they were using
the same computer. In this paper, we discuss the Sangam plug-in,
and our experience developing it via distributed and collocated pair
programming.",Sangam - A Distributed Pair Programming Plug-in for Eclipse,0
107,"Work in progress-unexpected student outcome from collaborative agile
software development practices and paired programming in a software
engineering course
There has been low representation of women in computer science. This
paper describes the initial findings of a three-year research project
about women in the field of information technology. The goal of this
research is to examine the effect of pair programming and agile software
development on students. During the first semester of this project,
pair programming was used in a junior/senior software engineering
class at North Carolina State University. In this paper, we share
the grounded theory analysis of three interviews and thirteen project
retrospective essays of the female students. Theoretical models were
developed to describe: (a) the factors of students' enjoyment in
a software design course that employs agile software methods, (b)
context that influenced students' study habits, and (c) the effectiveness
of pair programming and agile methods. Initial findings indicate
that pair programming is an effective practice for the female students,
but it also brings new challenges for the instructors.","Work in progress-unexpected student outcome from collaborative agile
software development practices and paired programming in a software
engineering course",0
108,"On understanding compatibility of student pair programmers
In recent years, educators have increasingly used pair programming
in their computer science courses. Pair programming has been shown
to be beneficial for both the teaching staff and the students in
the courses. Occasionally, though, students are not compatible with
their partners. An extensive study was done at the North Carolina
State University to provide guidance on forming student pairs to
improve the chances that pairs will be compatible and have a productive
work relationship. We examined compatibility among freshman, advanced
undergraduate, and graduate students. We have found that the students'
perception of their partner's skill level has a significant influence
on their compatibility. Graduate students work well with partners
of similar actual skill level. Freshmen seem to work better with
partners with different Myers Briggs personality type. Students'
self-esteem does not appear to be a major contributor to pair compatibility.",On understanding compatibility of student pair programmers,1
109,"The effects of pair programming on learning efficiency in short programming
assignments
Pair programming is one of the important practices of a lightweight
development methodology namely eXtreme Programming (XP). It emphasizes
the practice of two persons working together at a single computer
terminal, to design, code and test computer programs. The effects
of pair programming on software development in industrial organizations
were studied and it was found that pair programming increases the
productivity by 15%. This evidence created an interest in amongst
community of computer science educators to apply pair programming
in educational settings. We have conducted an experiment with the
students of computer science courses to compare the learning efficiency
of students when they adopt pair programming with that of students
using traditional method to do laboratory exercises of short duration.
The learning efficiency was measured by evaluating design documents,
completion time, and marks obtained in a written test that was conducted
after every exercise. Our research confirms that the adoption of
pair programming improves the design ability, reduces time taken
to do a laboratory exercise and increases the knowledge and programming
skill.","The effects of pair programming on learning efficiency in short programming
assignments",1
110,"An exploratory study on the effects of pair programming
This paper reports results from an exploratory study investigating
the practice of pair programming using a student project conducted
over a period of nine weeks. We collected qualitative data on the
use and effectiveness of pair programming. We found that depending
on the pairing combination used, the effects of pair programming
can be both positive and negative.",An exploratory study on the effects of pair programming,1
111,"Value creation and capture: A model of the software development process
Understanding software development dynamics can help managers and
project team members maximize value delivery. Using functions and
parameters applied in a spreadsheet, this process model facilitates
this understanding by examining value creation and value capture
in the presence of uncertainty. Items to explore include project
staffing, optimal release dates, and potential impacts of process
improvements such as pair programming.",Value creation and capture: A model of the software development process,0
112,"Subclassing XP: breaking its rules the right way
Extreme programming encourages adoption of all of its practices. In
practice many projects drop practices. What remains can be an incomplete
methodology, which is dangerous. This problem can be overcome by
replacing each removed dropped practice with a compensating practice
tailored to the circumstances of the project - effectively subclassing
XP. This experience report recounts the experiences of subclassing
of XP at Wotif.com, where pair programming was replaced with ""pairing""
and refactoring was replaced with ""team refactoring"" .",Subclassing XP: breaking its rules the right way,0
113,"Redesigning Introductory Computer Programming with HTML, javascript
and Java
In this paper we describe our experience in the design and teaching
of a new evolutionary introductory programming course in a new Distributed
Computing and Communications Systems Technology program at the University
of Guelph-Humber. This course is evolutionary and innovative because
it integrates the use of HTML, JavaScript, and Java in a one-semester
introductory computer programming course. This is a marked departure
from the use of a single conventional, general purpose, programming
language such as Java or C++. The course is designed with two goals
in mind: to improve the students experience in their first computer
programming; and to achieve retention in the new program.","Redesigning Introductory Computer Programming with HTML, javascript
and Java",0
114,"A cognitive model for solo programming and pair programming
As eXtreme programming (XP) has grown in popularity in both academia
and industry, pair programming, two programmers collaborating on
design, coding and testing, has become a controversial focus of interest.
Many researchers and practitioners remain skeptical of claims for
the productivity of pair programming. Three controlled experiments,
by Nosek, William, and Nawrocki, all reported statistical productivity
measurements, but the results were inconsistent and the differences
among the results could not be explained because there exists no
theoretical framework to articulate pair programming. This paper
proposes a cognitive model that describes the programming mechanism
and this in turn can be used to explain why and when a pair may outperform
two individuals. The model helps explain discrepancies in the results
of the above-mentioned experiments. To show how the proposed model
can be applied, a psychological experiment was conducted in which
twenty-two programmers who were informed only of the experiment and
the results of Nosek, and of the descriptions of Williams and Nawrocki,
were able to use our model to predict the possible outcomes of the
experiments of Williams and Nawrocki .",A cognitive model for solo programming and pair programming,0
115,"Introducing agile methods: three years of experience
The paper summarizes three years of experience of introducing agile
practices in academic environments. The perceptions of students from
four different academic programs (Diploma, Applied Bachelor's, Bachelor's
and Master's) from two institutions are analyzed. Specifically, pair
programming, test-driven development and project planning using the
planning game were studied in detail. Overwhelmingly, students' experiences
are positive and their opinions indicate the preference to continue
to use agile practices if allowed. No major problems with agile techniques
appeared in the evaluation contexts and benefits in these contexts
have been seen.",Introducing agile methods: three years of experience,0
116,"Extreme dynamics: towards a system dynamics model of the extreme
programming software development process
We present a system dynamics model of two key practices of the extreme
programming paradigm for software development: pair programming and
pair switching, and task switching. The performance of the programming
process obtained through this model is compared with the performance
of the model that describes a traditional approach to programming
in which programmers work individually. The effects of various parameters
are highlighted, and the conditions under which one approach appears
to give better results than the other are outlined. In particular,
XP appears to have an advantage over the traditional approach when
pair switches are not too frequent, and when the personalities of
the members of the pair are not different.","Extreme dynamics: towards a system dynamics model of the extreme
programming software development process",0
117,"JeCo, a collaborative learning tool for programming
Classroom pair-programming activities have been found to support novice
student's learning during basic programming courses. However, there
are very few tools that could support pair or group programming in
distance education courses. Here, we explain the new concept of collaborative
program visualization and present a tool to support it, called JeCo,
that can help students work together on a platform that supports
both collaborative authoring and program visualization.","JeCo, a collaborative learning tool for programming",0
118,"Are reviews an alternative to pair programming?
From the first presentation of extreme programming on, pair programming
has attracted a wide range of programmers to work together in front
of one display. The proposed advantages of pair programming are a
faster development cycle and code with higher quality. However, the
nearly doubled personnel cost when compared to single developers
seems to outweigh these advantages. Instead of showing the superiority
of pair programming, we seek an alternative. Can a single developer
be assisted by an already known technique with which he produces
the quality of pairs with only a fraction of the cost? The answer
with some restrictions is: yes, he can. Reviews are a reasonable
candidate with respect to code quality and cost.",Are reviews an alternative to pair programming?,1
119,"An empirical study about the feelgood factor in pair programming
Why are programmer pairs more productive than single developers? Using
empirical data from two controlled experiments, we find that pair
performance is uncorrelated with programming experience, but shows
a significant correlation with how comfortably the developers feel
with pair programming during the session (the 'feelgood"" factor).",An empirical study about the feelgood factor in pair programming,1
120,"On the impact of warmup phases on the economics of pair programming
Pair programmers need a ""warmup phase"" before the pair can work at
full speed. We study how large the impact of the lower productivity
during warmup is on the business value of a pair programming project.
To this end, we extend our net present value model for pair programming
to explicitly include a learning interval for pairs. We then carry
out a simulation study where we vary the shape of the learning curve,
the length of the learning interval, the final productivity level
of the pairs, the market pressure, and the size of the workforce.
Our simulations show that the cost of the warmup phase is small compared
to the project value. This result suggests that the learning overhead
is not an obstacle to introducing and using pair programming.",On the impact of warmup phases on the economics of pair programming,0
